Nb;CostH1yr;CostMRR1yr;CostYRR1yr;CostH3yr;CostMRR3yr;CostYRR3yr1yr;CostYRR3yr;ODH;ODMRR;ODYRR;SnapG/M;gp2G/M;gp3G/M;io1G/M;st1G/M;s3<50T;s3<450T;s3>500T;glacierG/M;Ec2Type;CPU;RAM;SAPS;Hana;S/4;BW/4;PROD;OS;Region Code;Region Name
4268;7,2187;5269,64;63235,64;5,2804;3854,68;46256,16;138768,48;10,3746;7573,45;90881,39;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;r7a.32xlarge;128;1024;288653;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4269;10,828;7904,45;94853,42;7,9206;5782,01;69384,17;208152,5;15,5619;11360,17;136322,08;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;r7a.48xlarge;192;1536;432980;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4270;0,9188;670,7;8048,39;0,6765;493,83;5925,93;17777,78;1,3133;958,67;11504,08;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;r7a.4xlarge;16;128;36082;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4271;1,8375;1341,39;16096,7;1,353;987,65;11851,85;35555,56;2,6265;1917,35;23008,16;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;r7a.8xlarge;32;256;72163;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4272;0,121;88,34;1060,03;0,0907;66,23;794,71;2384,12;0,1703;124,33;1491,97;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;r7a.large;2;16;4510;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4273;0,0605;44,16;529,98;0,0454;33,11;397,32;1191,95;0,0852;62,17;745,99;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;r7a.medium;1;8;2255;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4274;0,242;176,67;2119,99;0,1814;132,45;1589,41;4768,23;0,3406;248,66;2983,95;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;r7a.xlarge;4;32;9020;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4275;2,4546;1791,85;21502,24;1,8225;1330,46;15965,54;47896,61;3,4837;2543,09;30517,05;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;r7i.12xlarge;48;384;99720;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4276;3,2728;2389,14;28669,66;2,4301;1773,95;21287,43;63862,3;4,6449;3390,78;40689,4;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;r7i.16xlarge;64;512;105500;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4277;4,9092;3583,71;43004,49;3,6451;2660,92;31931,08;95793,23;6,9674;5086,18;61034,1;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;r7i.24xlarge;96;768;158250;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4278;0,4337;316,63;3799,57;0,3284;239,73;2876,77;8630,31;0,6053;441,84;5302,03;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;r7i.2xlarge;64;64;1662;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4279;9,6213;7023,51;84282,18;7,0931;5177,95;62135,36;186406,07;13,7376;10028,44;120341,33;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;r7i.48xlarge;192;1536;296200;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4280;0,8182;597,28;7167,41;0,6075;443,49;5321,82;15965,46;1,1612;847,7;10172,35;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;r7i.4xlarge;128;128;3324;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4281;1,6364;1194,57;14334,83;1,215;886,98;10643,72;31931,15;2,3225;1695,39;20344,7;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;r7i.8xlarge;32;256;66480;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4282;0,1084;79,16;949,93;0,0821;59,94;719,23;2157,69;0,1513;110,46;1325,51;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;r7i.large;16;16;4155;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4283;0,2169;158,32;1899,78;0,1642;119,87;1438,38;4315,15;0,3026;220,92;2651,02;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;r7i.xlarge;32;32;8310;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4284;17,9478;13101,86;157222,32;10,2383;7473,94;89687,27;269061,81;27,9786;20424,4;245092,78;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;u-3tb1.56xlarge;224;3072;237750;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4285;35,8955;26203,73;314444,71;20,4765;14947,87;179374,46;538123,39;55,9573;40848,8;490185,55;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;u-6tb1.112xlarge;448;6144;475500;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4286;29,2197;21330,36;255964,27;16,1153;11764,13;141169,61;423508,84;46,2699;33777,03;405324,38;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;u-6tb1.56xlarge;224;6144;380770;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4287;81,4695;59472,76;713673,1;46,0576;33622,07;403464,85;1210394,54;127,5996;93147,73;1117772,71;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;u7i-12tb.224xlarge;896;12288;1254030;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4288;113,8459;83107,49;997289,87;62,8798;45902,24;550826,91;1652480,73;180,1582;131515,51;1578186,08;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;u7in-16tb.224xlarge;896;16384;1281620;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4289;4,8111;3512,08;42144,95;2,7927;2038,67;24464,01;73392,02;7,4386;5430,2;65162,4;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x1.16xlarge;64;976;65750;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4290;9,4904;6927,97;83135,65;5,4536;3981,15;47773,77;143321,31;14,7464;10764,84;129178,05;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x1.32xlarge;128;1952;131500;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4291;9,0275;6590,07;79080,8;4,9916;3643,87;43726,41;131179,24;14,2809;10425,06;125100,72;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x1e.16xlarge;64;1952;65750;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4292;1,1534;841,95;10103,4;0,6485;473,44;5681,29;17043,86;1,8096;1321,01;15852,14;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x1e.2xlarge;8;244;8219;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4293;17,9232;13083,95;157007,36;9,8523;7192,17;86306,08;258918,24;28,4309;20754,56;249054,69;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x1e.32xlarge;128;3904;131500;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4294;2,2571;1647,67;19772,07;1,2483;911,28;10935,35;32806,05;3,5704;2606,42;31277,05;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x1e.4xlarge;16;488;16437;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4295;4,5133;3294,72;39536,65;2,4958;1821,93;21863,21;65589,62;7,1409;5212,84;62554,11;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x1e.8xlarge;32;976;32875;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4296;0,5767;420,97;5051,7;0,3243;236,72;2840,64;8521,93;0,9052;660,82;7929,82;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x1e.xlarge;4;122;4109;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4297;4,8046;3507,36;42088,36;2,7878;2035,07;24420,84;73262,51;7,4388;5430,33;65163,9;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x2idn.16xlarge;64;1024;98025;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4298;7,2069;5261,04;63132,5;4,1816;3052,6;36631,25;109893,76;11,1582;8145,49;97745,85;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x2idn.24xlarge;96;1536;147038;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4299;9,4778;6918,78;83025,4;5,4441;3974,2;47690,42;143071,27;14,7462;10764,71;129176,55;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x2idn.32xlarge;128;2048;196050;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4300;9,4778;6918,78;83025,4;5,4441;3974,2;47690,42;143071,27;14,7462;10764,71;129176,55;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x2idn.metal;128;2048;203600;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4301;9,0178;6583;78996,03;4,9841;3638,42;43661,06;130983,17;14,2862;10428,93;125147,19;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x2iedn.16xlarge;64;2048;94500;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4302;13,5267;9874,51;118494,09;7,4762;5457,64;65491,66;196474,98;21,4293;15643,4;187720,78;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x2iedn.24xlarge;96;3072;141750;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4303;1,1519;840,86;10090,35;0,6477;472,79;5673,49;17020,47;1,8104;1321,6;15859,26;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x2iedn.2xlarge;8;256;11813;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4304;17,9042;13070,07;156840,82;9,8369;7180,91;86170,94;258512,83;28,441;20761,93;249143,13;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x2iedn.32xlarge;128;4096;189000;1;1;1;1;RHEL;eu-west-1;Europe (Ireland)
4305;2,2545;1645,75;19748,99;1,246;909,61;10915,26;32745,79;3,5716;2607,23;31286,8;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x2iedn.4xlarge;16;512;23625;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4306;4,5089;3291,5;39498,05;2,4921;1819,21;21830,53;65491,59;7,1431;5214,47;62573,59;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x2iedn.8xlarge;32;1024;47250;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4307;17,9042;13070,07;156840,82;9,8369;7180,91;86170,94;258512,83;28,441;20761,93;249143,13;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x2iedn.metal;128;4096;195580;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4308;0,5759;420,43;5045,18;0,3238;236,4;2836,75;8510,24;0,9052;660,81;7929,67;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x2iedn.xlarge;4;128;5906;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4309;6,7718;4943,39;59320,72;3,748;2736,02;32832,29;98496,86;10,7108;7818,89;93826,66;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x2iezn.12xlarge;48;1536;85020;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4310;1,1533;841,89;10102,65;0,6493;474;5688,03;17064,09;1,8098;1321,14;15853,64;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x2iezn.2xlarge;8;56;14170;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4311;2,2573;1647,8;19773,57;1,2493;912;10944,05;32832,14;3,5703;2606,3;31275,55;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x2iezn.4xlarge;16;512;28340;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4312;3,3859;2471,7;29660,36;1,8739;1367,98;16415,77;49247,31;5,3554;3909,44;46913,33;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x2iezn.6xlarge;24;768;42510;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4313;4,5145;3295,6;39547,15;2,4986;1824,01;21888,09;65664,27;7,1405;5212,59;62551,11;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;x2iezn.8xlarge;32;1024;56680;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4314;0,2952;215,48;2585,81;0,2334;170,39;2044,66;6133,99;0,4107;299,8;3597,65;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;t3.2xlarge;8;32;0;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4315;0,0738;53,9;646,83;0,0584;42,6;511,17;1533,5;0,1027;74,95;899,41;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;t3.large;2;8;0;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4316;0,0492;35,91;430,97;0,0415;30,29;363,51;1090,54;0,0637;46,47;557,64;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;t3.medium;2;4;0;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4317;0,0308;22,49;269,82;0,0288;21,05;252,58;757,75;0,0344;25,11;301,3;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;t3.micro;2;1;0;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4318;0,037;26,98;323,79;0,033;24,11;289,31;867,93;0,0441;32,23;386,75;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;t3.small;2;2;0;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4319;0,1476;107,74;1292,9;0,1167;85,19;1022,33;3067;0,2053;149,9;1798,82;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;t3.xlarge;4;16;0;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4320;0,2745;200,37;2404,43;0,2192;160,02;1920,24;5760,73;0,3778;275,82;3309,84;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;t3a.2xlarge;8;32;0;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4321;0,0686;50,09;601,11;0,0548;40,04;480,44;1441,31;0,0945;68,95;827,46;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;t3a.large;2;8;0;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4322;0,0466;34,04;408,48;0,0397;28,98;347,77;1043,32;0,0596;43,47;521,66;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;t3a.medium;2;4;0;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4323;0,0301;21,99;263,83;0,0284;20,74;248,84;746,51;0,0334;24,36;292,31;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;t3a.micro;2;1;0;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4324;0,0357;26,05;312,55;0,0322;23,48;281,82;845,45;0,0421;30,73;368,76;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;t3a.small;2;2;0;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4325;0,1372;100,18;1202,21;0,1096;80,01;960,12;2880,37;0,1889;137,91;1654,92;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;t3a.xlarge;4;16;0;0;0;0;0;RHEL;eu-west-1;Europe (Ireland)
4326;0,581;424,1;5089,17;0,5185;378,5;4542,03;13626,09;0,7025;512,79;6153,48;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c4.2xlarge;8;15;9515;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4327;1,1619;848,2;10178,35;1,0361;756,38;9076,57;27229,7;1,404;1024,95;12299,46;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c4.4xlarge;16;30;19030;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4328;2,4804;1810,69;21728,3;2,2297;1627,69;19532,23;58596,69;2,8526;2082,39;24988,66;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c4.8xlarge;36;60;37950;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4329;0,1455;106,18;1274,17;0,1292;94,31;1131,76;3395,28;0,1754;128,04;1536,5;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c4.large;2;3,75;2379;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4330;0,2901;211,74;2540,84;0,2592;189,25;2271,02;6813,05;0,3508;256,08;3072,99;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c4.xlarge;4;7,5;4758;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4331;4,6964;3428,38;41140,61;4,1112;3001,16;36013,96;108041,87;5,7907;4227,24;50726,84;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5.18xlarge;72;144;95400;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4332;0,5219;381;4572,01;0,4569;333,53;4002,38;12007,15;0,6434;469,69;5636,32;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5.2xlarge;8;16;10600;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4333;1,0438;762;9144,02;0,9138;667,06;8004,77;24014,3;1,2868;939,39;11272,63;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5.4xlarge;16;32;21200;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4334;2,3486;1714,5;20574,05;2,0552;1500,27;18003,23;54009,69;2,8954;2113,62;25363,42;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5.9xlarge;36;72;47700;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4335;0,1301;94,94;1139,26;0,1138;83,07;996,85;2990,55;0,1609;117,42;1409,08;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5.large;2;4;2650;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4336;0,261;190,5;2286,01;0,2284;166,77;2001,19;6003,58;0,3217;234,85;2818,16;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5.xlarge;4;8;5300;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4337;3,0015;2191,07;26292,81;2,6524;1936,23;23234,81;69704,43;3,6551;2668,26;32019,07;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5a.12xlarge;48;96;65915;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4338;4,0025;2921,84;35062,08;3,5362;2581,44;30977,25;92931,75;4,8735;3557,67;42692,09;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5a.16xlarge;64;128;87887;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4339;6,0038;4382,76;52593,12;5,3039;3871,84;46462,13;139386,38;7,3103;5336,51;64038,14;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5a.24xlarge;96;192;131830;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4340;0,5005;365,39;4384,63;0,4423;322,91;3874,97;11624,9;0,6092;444,71;5336,51;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5a.2xlarge;8;16;10986;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4341;1,0002;730,15;8761,77;0,8838;645,2;7742,44;23227,32;1,2184;889,42;10673,02;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5a.4xlarge;16;32;21972;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4342;2,0013;1460,92;17531,04;1,7677;1290,41;15484,88;46454,63;2,4368;1778,84;21346,05;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5a.8xlarge;32;64;43943;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4343;0,1249;91,19;1094,28;0,1104;80,57;966,87;2900,6;0,1523;111,18;1334,13;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5a.large;2;4;2746;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4344;0,2498;182,38;2188,57;0,2207;161,14;1933,74;5801,21;0,3046;222,35;2668,26;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5a.xlarge;4;8;5493;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4345;5,2012;3796,89;45562,71;4,4081;3217,9;38614,76;115844,27;6,5916;4811,85;57742,25;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5n.18xlarge;72;192;95400;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4346;0,5775;421,6;5059,19;0,4894;357,27;4287,2;12861,59;0,7324;534,65;6415,81;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5n.2xlarge;8;21;10600;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4347;1,1559;843,82;10125,88;0,9797;715,16;8581,89;25745,67;1,4648;1069,3;12831,61;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5n.4xlarge;16;42;21200;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4348;2,6002;1898,13;22777,61;2,204;1608,95;19307,38;57922,13;3,2958;2405,93;28871,13;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5n.9xlarge;36;96;47700;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4349;0,1446;105,56;1266,67;0,1224;89,32;1071,8;3215,4;0,1831;133,66;1603,95;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5n.large;2;5,25;2650;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4350;0,2892;211,11;2533,34;0,2447;178,63;2143,6;6430,8;0,3662;267,33;3207,9;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c5n.xlarge;4;10,5;5300;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4351;3,005;2193,63;26323,54;2,6576;1940,06;23280,76;69842,27;3,5746;2609,49;31313,93;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c6a.12xlarge;48;96;68725;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4352;4,0066;2924,84;35098,06;3,5435;2586,75;31040,96;93122,87;4,7662;3479,33;41751,91;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c6a.16xlarge;64;128;91633;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4353;6,0099;4387,26;52647,08;5,3152;3880,13;46561,51;139684,53;7,1493;5218,99;62627,86;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c6a.24xlarge;96;192;137450;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4354;0,5008;365,6;4387,26;0,4429;323,34;3880,14;11640,42;0,5958;434,92;5218,99;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c6a.2xlarge;8;16;11454;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4355;8,0133;5849,68;70196,11;7,087;5173,5;62081,99;186245,97;9,5324;6958,65;83503,81;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c6a.32xlarge;128;256;183267;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4356;12,0199;8774,51;105294,17;10,6305;7760,25;93122,95;279368,84;14,2986;10437,98;125255,72;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c6a.48xlarge;192;384;274900;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4357;1,0017;731,21;8774,51;0,8859;646,69;7760,28;23280,83;1,1915;869,83;10437,98;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c6a.4xlarge;16;32;22908;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4358;2,0033;1462,42;17549,03;1,7717;1293,37;15520,48;46561,44;2,3831;1739,66;20875,95;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c6a.8xlarge;32;64;45817;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4359;0,1252;91,4;1096,83;0,1107;80,83;970,02;2910,05;0,1489;108,73;1304,75;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c6a.large;2;4;2864;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4360;0,2504;182,8;2193,59;0,2215;161,67;1940,03;5820,1;0,2979;217,46;2609,49;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c6a.xlarge;4;8;5727;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4361;3,1289;2284,13;27409,58;2,743;2002,39;24028,69;72086,08;3,7619;2746,2;32954,46;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c6i.12xlarge;48;96;70793;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4362;4,1719;3045,51;36546,11;3,6573;2669,85;32038,26;96114,77;5,0159;3661,61;43939,28;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c6i.16xlarge;64;128;94390;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4363;6,2579;4568,26;54819,16;5,486;4004,78;48057,38;144172,15;7,5238;5492,41;65908,91;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c6i.24xlarge;96;192;141585;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
4364;0,5215;380,69;4568,26;0,4572;333,73;4004,78;12014,35;0,627;457,7;5492,41;0,0428;0,0941;0,0753;0,1181;0,0428;0,0197;0,0188;0,018;0,0031;c6i.2xlarge;8;16;11799;0;0;0;0;Windows;eu-west-1;Europe (Ireland)
