Nb;CostH1yr;CostMRR1yr;CostYRR1yr;CostH3yr;CostMRR3yr;CostYRR3yr1yr;CostYRR3yr;ODH;ODMRR;ODYRR;SnapG/M;gp2G/M;gp3G/M;io1G/M;st1G/M;s3<50T;s3<450T;s3>500T;glacierG/M;Ec2Type;CPU;RAM;SAPS;Hana;S/4;BW/4;PROD;OS;Region Code;Region Name
91;3,8004;2774,3;33291,59;2,617;1910,41;22924,89;68774,67;5,7745;4215,37;50584,43;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6a.32xlarge;128;512;193480;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
92;5,6749;4142,7;49712,45;3,9024;2848,74;34184,93;102554,78;8,6082;6284,02;75408,2;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6a.48xlarge;192;768;290220;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
93;0,52;379,58;4554,92;0,3676;268,31;3219,75;9659,24;0,8154;595,24;7142,83;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6a.4xlarge;16;64;24185;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
94;0,9886;721,68;8660,14;0,6889;502,9;6034,75;18104,26;1,5238;1112,4;13348,77;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6a.8xlarge;32;128;48370;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
95;0,08;58,38;700,57;0,059;43,07;516,79;1550,36;0,1367;99,81;1197,72;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6a.large;2;8;3023;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
96;0,1599;116,75;1401,06;0,1188;86,76;1041,07;3123,21;0,2253;164,45;1973,46;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6a.xlarge;4;16;6046;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
97;1,6134;1177,82;14133,81;1,1174;815,68;9788,15;29364,45;2,4684;1801,95;21623,36;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6i.12xlarge;48;192;74280;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
98;2,1342;1557,93;18695,18;1,4744;1076,33;12915,93;38747,79;3,2556;2376,57;28518,86;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6i.16xlarge;64;256;99040;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
99;3,1756;2318,16;27817,91;2,1885;1597,62;19171,49;57514,48;4,8299;3525,82;42309,84;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6i.24xlarge;96;384;148560;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
100;0,3117;227,53;2730,39;0,2247;164,06;1968,66;5905,99;0,5005;365,39;4384,63;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6i.2xlarge;8;32;12380;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
101;4,217;3078,39;36940,65;2,9026;2118,93;25427,13;76281,38;6,4042;4675,07;56100,83;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6i.32xlarge;128;512;198080;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
102;0,572;417,59;5011,07;0,4033;294,38;3532,52;10597,55;0,8941;652,7;7832,38;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6i.4xlarge;16;64;24760;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
103;1,0927;797,7;9572,44;0,7603;555,02;6660,3;19980,89;1,6813;1227,32;14727,87;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6i.8xlarge;32;128;49520;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
104;0,0865;63,13;757,53;0,0635;46,32;555,84;1667,51;0,1466;106,99;1283,91;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6i.large;2;8;3095;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
105;0,173;126,26;1515,13;0,1278;93,27;1119,24;3357,73;0,245;178,82;2145,85;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6i.xlarge;4;16;6190;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
106;1,8986;1385,99;16631,93;1,313;958,47;11501,61;34504,82;3,0393;2218,67;26624,1;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6id.12xlarge;48;192;74280;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
107;2,5144;1835,52;22026,23;1,7352;1266,72;15200,59;45601,76;4,0167;2932,21;35186,5;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6id.16xlarge;64;256;99040;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
108;3,746;2734,57;32814,82;2,5797;1883,21;22598,48;67795,43;5,9716;4359,28;52311,3;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6id.24xlarge;96;384;148560;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
109;0,3591;262,18;3146,14;0,2573;187,85;2254,23;6762,68;0,5957;434,84;5218,09;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6id.2xlarge;8;32;12380;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
110;4,9776;3633,62;43603,5;3,4242;2499,7;29996,37;89989,1;7,9265;5786,34;69436,11;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6id.32xlarge;128;512;198080;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
111;0,667;486,94;5843,26;0,4685;341,98;4103,72;12311,15;1,0844;791,61;9499,29;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6id.4xlarge;16;64;24760;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
112;1,2828;936,46;11237,55;0,8907;650,22;7802,62;23407,87;2,0618;1505,14;18061,69;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6id.8xlarge;32;128;49520;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
113;0,0984;71,8;861,64;0,072;52,58;631,01;1893,04;0,1704;124,36;1492,27;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6id.large;2;8;3095;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
114;0,1967;143,61;1723,35;0,1441;105,17;1262,02;3786,07;0,2925;213,55;2562,57;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6id.xlarge;4;16;6190;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
115;2,5033;1827,39;21928,71;1,7276;1261,14;15133,73;45401,2;3,9991;2919,32;35031,8;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6idn.12xlarge;48;192;74280;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
116;3,3206;2424,06;29088,71;2,2881;1670,28;20043,4;60130,19;5,2964;3866,4;46396,77;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6idn.16xlarge;64;256;99040;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
117;4,9553;3617,38;43408,55;3,409;2488,56;29862,73;89588,18;7,8912;5760,56;69126,71;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6idn.24xlarge;96;384;148560;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
118;0,4599;335,74;4028,92;0,3264;238,3;2859,61;8578,82;0,7556;551,61;6619,37;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6idn.2xlarge;8;32;12380;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
119;6,59;4810,7;57728,39;4,5299;3306,84;39682,06;119046,18;10,4859;7654,72;91856,65;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6idn.32xlarge;128;512;198080;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
120;0,8686;634,07;7608,88;0,6067;442,87;5314,4;15943,2;1,4043;1025,15;12301,86;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6idn.4xlarge;16;64;24760;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
121;1,6859;1230,73;14768,8;1,1671;852,01;10224,07;30672,2;2,7017;1972,24;23666,83;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6idn.8xlarge;32;128;49520;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
122;0,1236;90,2;1082,37;0,0893;65,19;782,34;2347,02;0,2103;153,55;1842,6;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6idn.large;2;8;3095;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
123;0,2471;180,39;2164,73;0,1786;130,39;1564,68;4694,03;0,3725;271,93;3263,22;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6idn.xlarge;4;16;6190;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
124;2,1854;1595,36;19144,36;1,5096;1102,04;13224,43;39673,29;3,4945;2551,01;30612,09;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6in.12xlarge;48;192;74280;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
125;2,8968;2114,68;25376,16;1,9975;1458,14;17497,69;52493,06;4,6237;3375,32;40503,82;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6in.16xlarge;64;256;99040;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
126;4,3196;3153,31;37839,69;2,9731;2170,34;26044,12;78132,37;6,8821;5023,94;60287,29;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6in.24xlarge;96;384;148560;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
127;0,4069;297,07;3564,82;0,2901;211,78;2541,36;7624,09;0,6715;490,23;5882,75;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6in.2xlarge;8;32;12380;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
128;5,7424;4191,94;50303,29;3,9487;2882,55;34590,56;103771,69;9,1405;6672,56;80070,76;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6in.32xlarge;128;512;198080;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
129;0,7626;556,73;6680,76;0,534;389,83;4677,99;14033,98;1,2361;902,39;10828,62;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6in.4xlarge;16;64;24760;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
130;1,474;1076,05;12912,56;1,0218;745,93;8951,17;26853,52;2,3653;1726,7;20720,35;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6in.8xlarge;32;128;49520;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
131;0,1103;80,53;966,34;0,0802;58,57;702,82;2108,45;0,1893;138,2;1658,44;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6in.large;2;8;3095;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
132;0,2206;161,06;1932,69;0,1605;117,13;1405,56;4216,67;0,3305;241,24;2894,91;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m6in.xlarge;4;16;6190;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
133;1,9375;1414,35;16972,2;1,3396;977,92;11735;35205,01;2,9584;2159,61;25915,36;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7a.12xlarge;48;192;107430;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
134;2,5662;1873,33;22479,98;1,7707;1292,64;15511,71;46535,13;3,9088;2853,46;34241,52;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7a.16xlarge;64;256;143240;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
135;3,8237;2791,29;33495,45;2,633;1922,1;23065,2;69195,59;5,8098;4241,15;50893,83;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7a.24xlarge;96;384;214860;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
136;0,3656;266,9;3202,81;0,2618;191,09;2293,13;6879,38;0,5822;425;5099,97;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7a.2xlarge;8;32;17905;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
137;5,0812;3709,25;44511;3,4953;2551,56;30618,68;91856,05;7,7107;5628,85;67546,14;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7a.32xlarge;128;512;286480;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
138;7,5961;5545,17;66542,02;5,2198;3810,47;45725,66;137176,97;11,5126;8404,23;100850,77;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7a.48xlarge;192;768;429720;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
139;0,68;496,39;5956,73;0,4773;348,46;4181,52;12544,55;1,0574;771,92;9263,04;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7a.4xlarge;16;64;35810;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
140;1,3087;955,37;11464,43;0,9085;663,19;7958,22;23874,67;2,0079;1465,77;17589,2;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7a.8xlarge;32;128;71620;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
141;0,1;72,99;875,88;0,0731;53,4;640,76;1922,27;0,167;121,9;1462,74;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7a.large;2;8;4476;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
142;0,0607;44,3;531,63;0,0462;33,72;404,66;1213,98;0,1076;78,53;942,36;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7a.medium;1;4;2238;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
143;0,2;145,97;1751,68;0,1463;106,79;1281,44;3844,31;0,2858;208,63;2503,51;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7a.xlarge;4;16;8953;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
144;1,6915;1234,77;14817,29;1,1709;854,77;10257,27;30771,81;2,5865;1888,14;22657,69;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7i.12xlarge;48;192;101220;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
145;2,2382;1633,89;19606,73;1,5458;1128,46;13541,47;40624,42;3,413;2491,5;29897,95;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7i.16xlarge;64;256;123300;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
146;3,3317;2432,13;29185,55;2,2956;1675,82;20109,88;60329,64;5,066;3698,21;44378,49;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7i.24xlarge;96;384;167470;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
147;0,3246;236,97;2843,64;0,2337;170,57;2046,84;6140,51;0,5202;379,75;4557,02;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7i.2xlarge;8;32;16870;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
148;6,6121;4826,85;57922,21;4,5451;3317,91;39814,95;119444,84;10,0251;7318,34;87820,09;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7i.48xlarge;192;768;306020;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
149;0,598;436,53;5238,4;0,4211;307,41;3688,94;11066,82;0,9335;681,43;8177,15;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7i.4xlarge;16;64;33740;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
150;1,1447;835,65;10027,84;0,796;581,1;6973,14;20919,42;1,76;1284,79;15417,42;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7i.8xlarge;32;128;67480;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
151;0,0897;65,51;786,09;0,0661;48,26;579,15;1737,44;0,1515;110,58;1327,01;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7i.large;2;8;4218;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
152;0,1795;131,01;1572,1;0,1322;96,52;1158,29;3474,88;0,2548;186;2232,04;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;m7i.xlarge;4;16;8435;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
153;0,5288;386;4631,97;0;0;0;0;0,77;562,13;6745,59;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r3.2xlarge;8;61;7980;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
154;1,0293;751,38;9016,61;0;0;0;0;1,4545;1061,81;12741,67;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r3.4xlarge;16;122;15960;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
155;2,0312;1482,78;17793,37;0;0;0;0;2,8244;2061,78;24741,33;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r3.8xlarge;32;244;31920;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
156;0,1532;111,8;1341,62;0;0;0;0;0,2567;187,38;2248,53;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r3.large;2;15;1995;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
157;0,2789;203,62;2443,4;0;0;0;0;0,4278;312,3;3747,55;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r3.xlarge;4;30,5;3990;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
158;2,7881;2035,29;24423,53;1,9207;1402,08;16825;50475;4,4676;3261,37;39136,42;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r4.16xlarge;64;488;76400;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
159;0,3732;272,45;3269,36;0,2648;193,31;2319,73;6959,2;0,6333;462,32;5547,87;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r4.2xlarge;8;61;9550;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
160;0,7182;524,28;6291,39;0,5014;366,01;4392,13;13176,39;1,1811;862,19;10346,24;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r4.4xlarge;16;122;19100;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
161;1,4082;1027,95;12335,44;0,9744;711,35;8536,17;25608,51;2,2766;1661,91;19942,96;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r4.8xlarge;32;244;38200;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
162;0,1145;83,57;1002,84;0,0874;63,77;765,25;2295,75;0,2225;162,43;1949,1;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r4.large;2;15,25;2387;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
163;0,2007;146,53;1758,35;0,1465;106,93;1283,16;3849,48;0,3594;262,39;3148,69;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r4.xlarge;4;30,5;4775;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
164;2,0175;1472,79;17673,45;1,3946;1018,08;12217,01;36651,04;3,2282;2356,58;28279,01;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5.12xlarge;48;384;69385;1;1;1;1;SUSE;eu-central-1;Europe (Frankfurt)
165;2,6729;1951,22;23414,69;1,8438;1346;16151,94;48455,82;4,2686;3116,09;37393,06;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5.16xlarge;64;512;92513;1;1;1;1;SUSE;eu-central-1;Europe (Frankfurt)
166;3,9837;2908,1;34897,19;2,7431;2002,44;24029,29;72087,87;6,3494;4635,09;55621,14;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5.24xlarge;96;768;138770;1;0;1;1;SUSE;eu-central-1;Europe (Frankfurt)
167;0,379;276,69;3320,33;0,2712;198;2375,95;7127,84;0,6272;457,83;5493,91;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5.2xlarge;8;64;11564;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
168;0,7067;515,91;6190,95;0,4954;361,64;4339,66;13018,99;1,1474;837,58;10050,93;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5.4xlarge;16;128;23128;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
169;1,3621;994,35;11932,2;0,9454;690,17;8282,09;24846,26;2,1878;1597,08;19164,97;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5.8xlarge;32;256;46257;1;1;1;1;SUSE;eu-central-1;Europe (Frankfurt)
170;0,1035;75,58;906,91;0,0753;54,96;659,57;1978,71;0,178;129,92;1558,98;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5.large;2;16;2891;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
171;3,9837;2908,1;34897,19;2,7431;2002,44;24029,29;72087,87;6,3494;4635,09;55621,14;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5.metal;96;768;143230;1;1;1;1;SUSE;eu-central-1;Europe (Frankfurt)
172;0,2071;151,15;1813,81;0,1506;109,93;1319,14;3957,41;0,308;224,85;2698,24;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5.xlarge;4;32;5782;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
173;2,3541;1718,48;20621,72;1,5542;1134,54;13614,52;40843,57;3,7621;2746,33;32955,96;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5b.12xlarge;48;384;69385;1;1;1;1;SUSE;eu-central-1;Europe (Frankfurt)
174;3,1217;2278,81;27345,72;2,0568;1501,48;18017,78;54053,35;4,9805;3635,75;43628,98;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5b.16xlarge;64;512;92513;1;1;1;1;SUSE;eu-central-1;Europe (Frankfurt)
175;4,6568;3399,48;40793,73;3,0621;2235,36;26824,31;80472,93;7,4172;5414,59;64975,02;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5b.24xlarge;96;768;138770;1;1;1;1;SUSE;eu-central-1;Europe (Frankfurt)
176;0,4351;317,64;3811,71;0,2975;217,2;2606,37;7819,1;0,7161;522,78;6273,4;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5b.2xlarge;8;64;11564;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
177;0,8189;597,81;7173,71;0,5489;400,67;4808;14423,99;1,3253;967,49;11609,91;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5b.4xlarge;16;128;23128;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
178;1,5865;1158,14;13897,71;1,0515;767,61;9211,26;27633,78;2,5437;1856,91;22282,93;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5b.8xlarge;32;256;46257;1;1;1;1;SUSE;eu-central-1;Europe (Frankfurt)
179;0,1173;85,66;1027,88;0,0817;59,61;715,3;2145,9;0,2005;146,34;1756,1;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5b.large;2;16;2891;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
180;4,6568;3399,48;40793,73;3,0621;2235,36;26824,31;80472,93;7,4172;5414,59;64975,02;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5b.metal;96;768;143230;1;1;1;1;SUSE;eu-central-1;Europe (Frankfurt)
181;0,2347;171,31;2055,76;0,1642;119,84;1438,1;4314,29;0,3528;257,52;3090,23;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5b.xlarge;4;32;5782;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
182;2,3538;1718,25;20619,02;1,5538;1134,26;13611,1;40833,31;3,7621;2746,33;32955,96;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5n.12xlarge;48;384;69385;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
183;3,1212;2278,51;27342,13;2,0569;1501,52;18018,22;54054,66;4,9805;3635,75;43628,98;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5n.16xlarge;64;512;92513;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
184;4,6571;3399,65;40795,83;3,0622;2235,41;26824,96;80474,89;7,4172;5414,59;64975,02;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5n.24xlarge;96;768;138770;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
185;0,4355;317,92;3815,01;0,2978;217,36;2608,29;7824,88;0,7161;522,78;6273,4;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5n.2xlarge;8;64;11564;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
186;0,8188;597,73;7172,81;0,5484;400,36;4804,36;14413,08;1,3253;967,49;11609,91;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5n.4xlarge;16;128;23128;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
187;1,5863;1157,99;13895,92;1,0515;767,62;9211,48;27634,43;2,5437;1856,91;22282,93;0,0462;0,1018;0,0815;0,1275;0,0462;0,021;0,0201;0,0193;0,0035;r5n.8xlarge;32;256;46257;0;0;0;0;SUSE;eu-central-1;Europe (Frankfurt)
